Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-02-03,INFY,EQ,2136.85,2136.85,2139.95,2102.0,2124.0,2120.9,2117.92,1316489,278821702955000.03,64490,821456,0.624
2015-02-04,INFY,EQ,2120.9,2139.9,2150.0,2126.4,2143.8,2142.85,2142.92,1290004,276437832800000.0,49317,889211,0.6893000000000001
2015-02-05,INFY,EQ,2142.85,2150.8,2220.0,2148.0,2186.0,2193.8,2189.61,2968984,650091182065000.0,112707,2025011,0.6820999999999999
2015-02-06,INFY,EQ,2193.8,2205.0,2247.8,2188.5,2228.0,2230.5,2229.51,1863432,415453392330000.0,79072,1073921,0.5763
2015-02-09,INFY,EQ,2230.5,2200.0,2254.0,2200.0,2245.0,2248.9,2238.75,1634217,365859728715000.0,96994,1074815,0.6577
2015-02-10,INFY,EQ,2248.9,2243.0,2298.0,2241.0,2268.0,2278.3,2270.89,2129230,483524235989999.94,84805,1385146,0.6505
2015-02-11,INFY,EQ,2278.3,2280.5,2293.2,2256.25,2287.8,2284.85,2279.82,1449243,330400908715000.0,58510,962023,0.6638
2015-02-12,INFY,EQ,2284.85,2283.0,2321.95,2273.0,2309.9,2311.2,2301.63,1571884,361789732150000.0,66827,995751,0.6335000000000001
2015-02-13,INFY,EQ,2311.2,2299.6,2326.7,2286.0,2294.0,2296.1,2303.89,1414379,325857185955000.0,46058,952136,0.6731999999999999
2015-02-16,INFY,EQ,2296.1,2280.3,2306.9,2265.25,2282.0,2278.75,2282.89,1561069,356375125700000.0,90275,1066397,0.6831
2015-02-18,INFY,EQ,2278.75,2290.55,2304.95,2258.15,2292.05,2296.5,2282.33,2153441,491485708295000.0,64543,1705768,0.7920999999999999
2015-02-19,INFY,EQ,2296.5,2294.0,2334.0,2292.05,2323.2,2324.7,2322.17,2418406,561593834135000.06,61974,1750981,0.7240000000000001
2015-02-20,INFY,EQ,2324.7,2328.5,2336.0,2276.9,2280.5,2283.1,2298.14,1742907,400544131090000.0,70405,1271861,0.7297
2015-02-23,INFY,EQ,2283.1,2300.0,2309.2,2248.1,2265.0,2265.6,2285.41,1272622,290846073495000.0,76169,871774,0.685
2015-02-24,INFY,EQ,2265.6,2279.0,2295.95,2257.6,2270.2,2272.8,2281.14,1609419,367131382515000.0,65245,999155,0.6208
2015-02-25,INFY,EQ,2272.8,2288.9,2334.8,2280.0,2314.0,2317.6,2316.82,1511243,350128166750000.0,60669,913751,0.6046
2015-02-26,INFY,EQ,2317.6,2307.5,2309.0,2245.4,2259.65,2258.1,2271.59,1611444,366054407405000.0,80377,993005,0.6162
2015-02-27,INFY,EQ,2258.1,2274.9,2280.65,2251.5,2268.7,2265.75,2268.66,1950269,442449118610000.06,74540,1341127,0.6877
2015-02-28,INFY,EQ,2265.75,2274.75,2307.9,2256.2,2298.0,2296.45,2281.05,799334,182331989600000.0,35786,305895,0.38270000000000004
2015-03-02,INFY,EQ,2296.45,2303.0,2308.5,2278.05,2287.5,2291.7,2290.03,1760248,403102087600000.0,88257,1243988,0.7067
2015-03-03,INFY,EQ,2291.7,2290.0,2302.95,2278.3,2298.0,2297.85,2293.39,1226388,281258706655000.03,63082,830415,0.6770999999999999
2015-03-04,INFY,EQ,2297.85,2300.0,2313.9,2251.9,2275.0,2274.65,2286.19,1093807,250065273560000.0,54424,662741,0.6059
2015-03-05,INFY,EQ,2274.65,2267.05,2298.75,2233.35,2249.0,2247.6,2257.52,1421229,320845538295000.0,52033,958567,0.6745
2015-03-09,INFY,EQ,2247.6,2259.0,2259.0,2179.0,2188.0,2190.05,2201.32,1996180,439423475839999.94,88526,1390422,0.6965000000000001
2015-03-10,INFY,EQ,2190.05,2198.1,2206.95,2160.2,2200.0,2198.0,2197.19,1582479,347700116270000.0,84918,1117333,0.7061000000000001
2015-03-11,INFY,EQ,2198.0,2194.1,2240.0,2169.1,2179.9,2182.2,2206.92,1695228,374123183715000.0,78278,1042916,0.6152000000000001
2015-03-12,INFY,EQ,2182.2,2179.0,2226.45,2177.0,2215.05,2218.3,2209.4,1422141,314207318125000.0,53839,984067,0.6920000000000001
2015-03-13,INFY,EQ,2218.3,2225.0,2230.0,2192.4,2220.0,2220.4,2213.76,1544921,342008679015000.0,70363,1004099,0.6498999999999999
2015-03-16,INFY,EQ,2220.4,2210.55,2282.0,2210.55,2261.0,2266.65,2256.43,1704658,384644186190000.0,72855,1183185,0.6940999999999999
2015-03-17,INFY,EQ,2266.65,2266.65,2279.5,2217.25,2245.0,2240.5,2244.71,1384828,310854000035000.0,61599,821180,0.593
2015-03-18,INFY,EQ,2240.5,2254.5,2262.85,2222.55,2233.0,2229.5,2238.36,1226391,274509982315000.0,58126,802850,0.6546
2015-03-19,INFY,EQ,2229.5,2234.6,2249.0,2222.75,2230.65,2230.45,2231.73,1722935,384513018795000.0,72890,1116497,0.648
2015-03-20,INFY,EQ,2230.45,2241.0,2268.9,2232.95,2263.55,2257.45,2255.17,1607724,362569761870000.0,61559,1119622,0.6964
2015-03-23,INFY,EQ,2257.45,2253.0,2275.0,2225.5,2236.0,2233.45,2244.84,1269675,285021785625000.0,67428,881631,0.6944
2015-03-24,INFY,EQ,2233.45,2234.9,2253.4,2206.0,2215.2,2211.45,2224.27,1684133,374596578475000.0,43962,1219937,0.7244
2015-03-25,INFY,EQ,2211.45,2222.9,2229.15,2200.75,2222.8,2219.1,2214.43,1542742,341629815670000.0,105633,1101312,0.7139
2015-03-26,INFY,EQ,2219.1,2208.0,2214.9,2132.0,2163.0,2146.35,2156.88,3935210,848776094660000.0,131427,2896200,0.736
2015-03-27,INFY,EQ,2146.35,2164.0,2224.7,2163.0,2202.0,2202.15,2203.42,2518555,554943508780000.0,72286,1560069,0.6194
2015-03-30,INFY,EQ,2202.15,2205.6,2240.0,2194.9,2239.85,2228.0,2217.09,1155772,256245310410000.0,52162,767169,0.6638
2015-03-31,INFY,EQ,2228.0,2245.0,2273.65,2204.35,2215.1,2218.35,2222.1,2004103,445331591980000.0,92432,1354814,0.6759999999999999
2015-04-01,INFY,EQ,2218.35,2198.9,2199.5,2157.7,2171.0,2173.95,2171.15,1684622,365756003730000.0,90934,1187902,0.7051000000000001
2015-04-06,INFY,EQ,2173.95,2179.0,2184.7,2160.4,2179.95,2178.2,2171.24,1935438,420229418565000.0,54198,1529651,0.7903
2015-04-07,INFY,EQ,2178.2,2175.0,2182.8,2138.0,2161.0,2159.5,2160.92,2135567,461478625600000.0,71104,1610234,0.7540000000000001
2015-04-08,INFY,EQ,2159.5,2182.5,2204.9,2173.05,2200.0,2200.55,2191.4,2546394,558017949260000.06,84366,2009389,0.7891
2015-04-09,INFY,EQ,2200.55,2211.4,2218.9,2184.4,2212.0,2215.0,2202.96,2645387,582767174680000.0,65171,2202202,0.8325
2015-04-10,INFY,EQ,2215.0,2210.2,2238.0,2210.2,2228.75,2233.95,2229.87,1780944,397127995735000.0,55733,1315996,0.7389
2015-04-13,INFY,EQ,2233.95,2238.0,2244.0,2216.1,2231.0,2238.8,2235.7,1218084,272327413380000.03,44676,779253,0.6397
2015-04-15,INFY,EQ,2238.8,2236.5,2245.0,2195.05,2217.95,2213.7,2214.16,1559446,345286259690000.0,58780,1065709,0.6834
2015-04-16,INFY,EQ,2213.7,2222.0,2231.0,2160.5,2196.9,2194.65,2183.51,2251953,491716480695000.0,55664,1280673,0.5687
2015-04-17,INFY,EQ,2194.65,2180.05,2194.95,2153.45,2180.0,2179.25,2177.13,1612579,351078662830000.0,38470,1140905,0.7075
2015-04-20,INFY,EQ,2179.25,2176.0,2180.0,2115.15,2129.5,2132.15,2130.87,3206346,683229866445000.0,77890,2286819,0.7132
2015-04-21,INFY,EQ,2132.15,2148.0,2155.1,2120.1,2142.6,2142.6,2137.25,2220412,474557156095000.0,55322,1508882,0.6796
2015-04-22,INFY,EQ,2142.6,2151.05,2155.0,2097.95,2137.95,2137.7,2125.66,3087746,656348278595000.0,95691,2469267,0.7997
2015-04-23,INFY,EQ,2137.7,2148.7,2150.0,2112.0,2121.05,2122.0,2124.89,2972950,631719571855000.0,96511,2173821,0.7312000000000001
2015-04-24,INFY,EQ,2122.0,2135.9,2150.2,1980.0,1993.0,1995.2,2070.28,10891363,2254813944810000.0,317809,4101422,0.3766
2015-04-27,INFY,EQ,1995.2,2000.0,2002.0,1948.1,1984.85,1984.65,1972.71,4955660,977610199225000.0,191419,3423734,0.6909000000000001
2015-04-28,INFY,EQ,1984.65,1982.0,1982.0,1952.0,1956.9,1960.9,1962.59,2598375,509953866925000.0,105935,1951359,0.751
2015-04-29,INFY,EQ,1960.9,1960.9,1972.0,1937.95,1963.0,1961.15,1954.65,2072264,405055019575000.0,83132,1435649,0.6928
2015-04-30,INFY,EQ,1961.15,1960.0,1965.0,1932.3,1943.5,1942.25,1943.45,3283565,638145070970000.0,97827,2471787,0.7528
2015-05-04,INFY,EQ,1942.25,1959.5,2000.0,1949.9,1992.25,1993.1,1970.92,3340398,658367155955000.0,112574,2455960,0.7352
2015-05-05,INFY,EQ,1993.1,2000.0,2003.7,1952.05,1964.5,1962.75,1970.79,2352129,463554385095000.0,133092,1723835,0.7329000000000001
2015-05-06,INFY,EQ,1962.75,1975.0,1975.0,1915.3,1924.0,1922.05,1931.49,2627102,507423399105000.0,94364,1893805,0.7209000000000001
2015-05-07,INFY,EQ,1922.05,1922.0,1967.1,1910.0,1940.0,1944.0,1942.88,1694996,329317251605000.0,68774,920685,0.5432
2015-05-08,INFY,EQ,1944.0,1958.0,1967.55,1945.25,1962.1,1957.95,1956.49,1444419,282599439525000.0,60514,1039019,0.7193
2015-05-11,INFY,EQ,1957.95,1965.0,2000.0,1952.2,1995.95,1993.65,1980.94,1196378,236995575825000.0,54180,780920,0.6527
2015-05-12,INFY,EQ,1993.65,1993.65,1994.6,1942.0,1946.9,1947.1,1954.77,2071223,404876318375000.0,88184,1594221,0.7697
2015-05-13,INFY,EQ,1947.1,1951.75,1964.9,1928.5,1957.65,1956.7,1949.12,1774771,345924002160000.0,55815,1134772,0.6394
2015-05-14,INFY,EQ,1956.7,1960.0,1960.8,1908.0,1935.0,1934.8,1929.44,1558461,300695916290000.0,82817,1061424,0.6811
2015-05-15,INFY,EQ,1934.8,1935.0,1966.6,1932.3,1958.9,1961.75,1952.36,1297336,253286645440000.0,78808,942026,0.7261
2015-05-18,INFY,EQ,1961.75,1970.0,1998.9,1961.6,1997.0,1993.05,1981.93,1617494,320576612850000.0,72296,1302884,0.8055
2015-05-19,INFY,EQ,1993.05,1987.3,2035.7,1986.0,2022.2,2022.35,2016.44,2568019,517825088264999.94,73141,1648122,0.6418
2015-05-20,INFY,EQ,2022.35,2040.0,2052.0,2033.6,2049.9,2047.3,2045.73,1470547,300833727910000.0,63706,1097201,0.7461
2015-05-21,INFY,EQ,2047.3,2048.9,2061.9,2037.25,2048.0,2048.45,2046.72,2514828,514715555635000.06,99082,2145570,0.8532
2015-05-22,INFY,EQ,2048.45,2044.0,2051.55,2030.1,2041.9,2046.45,2043.07,1722206,351858568870000.0,78526,1238289,0.7190000000000001
2015-05-25,INFY,EQ,2046.45,2050.5,2056.55,2007.05,2021.0,2016.8,2029.47,1168952,237234816100000.0,62183,816181,0.6981999999999999
2015-05-26,INFY,EQ,2016.8,2020.0,2031.45,2002.15,2006.0,2007.3,2015.66,991260,199804210225000.0,37399,708879,0.7151000000000001
2015-05-27,INFY,EQ,2007.3,2007.0,2009.0,1955.0,1973.0,1968.5,1966.93,2113677,415745238025000.0,114474,1609349,0.7614000000000001
2015-05-28,INFY,EQ,1968.5,1975.2,2032.0,1975.2,2000.0,2016.6,2000.26,2745135,549099690435000.06,97941,2013171,0.7334
2015-05-29,INFY,EQ,2016.6,2004.85,2056.45,2001.0,2029.8,2023.15,2024.5,4748261,961286899465000.0,121421,3809831,0.8024
2015-06-01,INFY,EQ,2023.15,2032.8,2064.0,2023.25,2042.0,2047.8,2048.1,1431223,293128491285000.0,62717,1029588,0.7194
2015-06-02,INFY,EQ,2047.8,2048.1,2055.1,2005.0,2013.0,2008.65,2018.63,1168285,235833181560000.0,67384,793960,0.6796
2015-06-03,INFY,EQ,2008.65,2018.2,2039.45,2008.0,2032.0,2020.9,2019.78,1373949,277506793510000.0,50402,824814,0.6003000000000001
2015-06-04,INFY,EQ,2020.9,2030.0,2055.0,2012.6,2028.1,2028.05,2036.59,1872366,381325026295000.0,98562,1395596,0.7454000000000001
2015-06-05,INFY,EQ,2028.05,2030.0,2044.0,2008.15,2011.5,2011.65,2020.89,1531447,309488338225000.0,61438,1014160,0.6622
2015-06-08,INFY,EQ,2011.65,2020.0,2024.65,1987.0,2002.0,2000.05,2000.16,1535262,307076901670000.0,59889,1161814,0.7568000000000001
2015-06-09,INFY,EQ,2000.05,2003.75,2007.65,1983.0,1990.55,1992.1,1992.62,1890435,376691110810000.0,81812,1549457,0.8196
2015-06-10,INFY,EQ,1992.1,1990.0,2039.35,1985.0,2027.0,2026.5,2012.03,1596460,321212321375000.0,76174,1040342,0.6517000000000001
2015-06-11,INFY,EQ,2026.5,2035.95,2044.75,1995.05,2000.0,1997.65,2010.91,2307366,463990673339999.94,69953,1541863,0.6681999999999999
2015-06-12,INFY,EQ,1997.65,2005.0,2025.55,1955.5,1978.05,1975.05,1991.32,2463231,490508561785000.06,104931,1463562,0.5942000000000001
2015-06-15,INFY,EQ,1975.05,976.95,998.8,968.0,994.0,990.45,990.17,2618213,259248685380000.03,84843,1444754,0.5518
2015-06-16,INFY,EQ,990.45,994.35,1003.0,985.0,998.0,999.35,995.31,2611722,259948281050000.0,75473,1962337,0.7514000000000001
2015-06-17,INFY,EQ,999.35,1011.0,1021.0,992.2,997.2,995.7,1002.05,3206034,321261521765000.0,73928,1703033,0.5312
2015-06-18,INFY,EQ,995.7,1005.6,1007.95,995.8,1000.05,1001.95,1001.7,1737213,174016342015000.0,40621,1143722,0.6584000000000001
2015-06-19,INFY,EQ,1001.95,1010.3,1010.4,993.1,997.0,995.35,998.9,3335229,333155391905000.0,97129,2599496,0.7794
2015-06-22,INFY,EQ,995.35,1004.9,1028.75,997.0,1022.7,1023.85,1011.41,2855434,288800344665000.0,133708,1721657,0.6029
2015-06-23,INFY,EQ,1023.85,1025.0,1027.4,998.15,1001.45,1000.4,1004.3,3476058,349099451745000.0,119559,2467215,0.7098000000000001
2015-06-24,INFY,EQ,1000.4,1015.0,1015.0,991.2,995.1,995.1,1002.0,3536847,354393098655000.0,74881,2630595,0.7438
2015-06-25,INFY,EQ,995.1,999.2,1003.5,987.65,993.35,990.45,993.86,3558733,353689226265000.0,75358,2394368,0.6728000000000001
2015-06-26,INFY,EQ,990.45,999.0,1011.6,998.1,1005.9,1005.25,1005.91,2660142,267585460015000.0,63866,1712608,0.6437999999999999
2015-06-29,INFY,EQ,1005.25,987.0,999.5,982.5,990.4,990.15,989.98,2845334,281682975375000.0,76492,2125823,0.7471
2015-06-30,INFY,EQ,990.15,990.0,993.45,980.0,987.5,984.35,986.73,3106265,306504732445000.0,71225,2281573,0.7345
2015-07-01,INFY,EQ,984.35,989.0,1005.0,986.0,998.95,997.4,995.12,3440426,342364767905000.0,80010,2461395,0.7154
2015-07-02,INFY,EQ,997.4,999.0,1001.4,985.05,988.5,988.0,989.52,2003784,198277763095000.0,78544,1336220,0.6668000000000001
2015-07-03,INFY,EQ,988.0,988.0,993.0,982.0,990.4,990.3,989.7,1347653,133377844309999.98,35728,855211,0.6346
2015-07-06,INFY,EQ,990.3,985.0,988.0,975.0,981.75,983.3,981.33,2152801,211260772290000.0,60404,1475832,0.6855
2015-07-07,INFY,EQ,983.3,985.0,990.0,979.0,981.0,980.5,985.0,1748709,172247596070000.0,58985,1256080,0.7183
2015-07-08,INFY,EQ,980.5,979.0,979.0,954.8,957.45,957.5,962.49,3512089,338033377900000.0,109474,2565864,0.7306
2015-07-09,INFY,EQ,957.5,957.5,966.0,934.05,940.25,938.0,942.64,4293886,404760915105000.0,138299,2935843,0.6837000000000001
2015-07-10,INFY,EQ,938.0,948.1,952.1,932.65,935.5,937.5,941.18,3705761,348780663935000.0,134681,2959698,0.7987000000000001
2015-07-13,INFY,EQ,937.5,941.0,955.0,934.05,950.6,950.15,945.97,3265884,308941655460000.0,84133,2399679,0.7348
2015-07-14,INFY,EQ,950.15,955.0,973.5,945.5,970.0,971.25,961.36,2683537,257985618215000.0,76138,1776741,0.6620999999999999
2015-07-15,INFY,EQ,971.25,970.0,985.95,968.0,984.45,984.0,980.66,2064783,202484050655000.0,74801,1311520,0.6352000000000001
2015-07-16,INFY,EQ,984.0,987.7,991.5,979.5,990.0,989.05,987.36,1736469,171451798335000.0,52615,995275,0.5732
2015-07-17,INFY,EQ,989.05,991.0,1004.5,989.1,999.75,1001.85,997.46,1723989,171961524170000.0,59447,1003912,0.5822999999999999
2015-07-20,INFY,EQ,1001.85,1001.4,1010.8,987.4,997.0,1001.25,998.95,2188590,218628582730000.03,74145,1054982,0.48200000000000004
2015-07-21,INFY,EQ,1001.25,1035.0,1149.0,1035.0,1116.35,1112.65,1099.62,19155056,2106336454809999.8,408583,9575992,0.4999
2015-07-22,INFY,EQ,1112.65,1105.0,1112.0,1076.65,1100.0,1103.15,1100.68,6332830,697041369130000.0,221999,3840750,0.6065
2015-07-23,INFY,EQ,1103.15,1103.95,1117.0,1090.0,1094.45,1098.0,1106.23,3855374,426491529305000.0,166660,2123663,0.5508
2015-07-24,INFY,EQ,1098.0,1095.55,1106.45,1083.1,1088.0,1087.6,1090.71,2240151,244335194005000.03,100221,1424342,0.6358
2015-07-27,INFY,EQ,1087.6,1086.9,1087.95,1060.45,1065.0,1065.3,1073.34,3376122,362372135285000.0,175039,2443586,0.7238
2015-07-28,INFY,EQ,1065.3,1068.5,1076.0,1054.25,1066.1,1062.85,1066.58,4238301,452049607525000.0,150481,2952854,0.6967
2015-07-29,INFY,EQ,1062.85,1074.0,1092.0,1065.0,1086.0,1085.4,1082.68,3535667,382800808100000.0,82510,2422852,0.6853
2015-07-30,INFY,EQ,1085.4,1090.0,1090.0,1058.0,1073.85,1070.0,1077.44,5978299,644124372835000.0,122143,4349077,0.7275
2015-07-31,INFY,EQ,1070.0,1078.55,1081.35,1060.0,1078.5,1077.05,1071.55,3965506,424922875490000.0,108976,2869410,0.7236
2015-08-03,INFY,EQ,1077.05,1078.0,1092.0,1068.95,1075.0,1078.95,1078.29,3980506,429213908345000.0,85130,3021847,0.7592
2015-08-04,INFY,EQ,1078.95,1078.0,1078.95,1051.0,1058.55,1057.25,1061.33,4549527,482854967964999.94,139666,3264905,0.7176
2015-08-05,INFY,EQ,1057.25,1062.0,1090.0,1061.95,1086.65,1086.35,1080.81,2376738,256881407400000.0,70472,1514838,0.6374000000000001
2015-08-06,INFY,EQ,1086.35,1094.0,1105.5,1077.0,1088.0,1086.95,1089.08,3619126,394150898625000.0,94093,2240358,0.619
2015-08-07,INFY,EQ,1086.95,1079.5,1101.0,1078.5,1096.5,1095.6,1095.84,2494029,273306442560000.0,99571,1729315,0.6934
2015-08-10,INFY,EQ,1095.6,1098.0,1106.35,1067.0,1091.0,1086.0,1094.07,1996377,218416981940000.0,55130,1297347,0.6498999999999999
2015-08-11,INFY,EQ,1086.0,1098.8,1116.9,1095.7,1115.0,1109.15,1105.55,3787203,418694805945000.0,122276,2697765,0.7123
2015-08-12,INFY,EQ,1109.15,1115.0,1149.0,1111.0,1141.0,1144.4,1137.15,5084220,578151194180000.0,186856,3807473,0.7489
2015-08-13,INFY,EQ,1144.4,1147.0,1166.85,1055.55,1155.35,1158.0,1155.49,4893980,565492810645000.0,128074,3469113,0.7089
2015-08-14,INFY,EQ,1158.0,1165.0,1168.7,1143.1,1148.45,1149.25,1157.9,2554533,295789257695000.0,87830,1592415,0.6234000000000001
2015-08-17,INFY,EQ,1149.25,1150.0,1153.45,1122.5,1141.1,1142.15,1136.37,1553718,176559123165000.0,50967,678282,0.4366
2015-08-18,INFY,EQ,1142.15,1150.0,1177.7,1150.0,1162.5,1164.35,1167.25,2075223,242230491340000.0,103875,918470,0.4426
2015-08-19,INFY,EQ,1164.35,1170.0,1186.2,1162.8,1174.95,1175.55,1176.36,3434759,404051341565000.0,92901,2353219,0.6851
2015-08-20,INFY,EQ,1175.55,1159.0,1168.5,1128.0,1140.9,1134.55,1140.09,4184557,477076108245000.0,100655,2703228,0.6459999999999999
2015-08-21,INFY,EQ,1134.55,1140.9,1160.95,1117.5,1143.9,1149.9,1145.35,5411071,619756061655000.0,118867,3331403,0.6157
2015-08-24,INFY,EQ,1149.9,1109.95,1123.0,1078.6,1088.8,1092.05,1107.29,7061342,781894572735000.0,161508,4761350,0.6743000000000001
2015-08-25,INFY,EQ,1092.05,1100.0,1119.0,1044.5,1088.0,1085.65,1085.15,6867539,745231380985000.0,153510,4834585,0.7040000000000001
2015-08-26,INFY,EQ,1085.65,1089.8,1097.0,1059.0,1066.25,1064.6,1077.22,5749106,619303324200000.0,116990,4076370,0.7090000000000001
2015-08-27,INFY,EQ,1064.6,1088.0,1100.1,1078.05,1084.0,1082.8,1085.94,7671696,833097204105000.0,139887,5605100,0.7306
2015-08-28,INFY,EQ,1082.8,1101.6,1124.9,1101.6,1114.4,1111.05,1114.78,3604410,401812027185000.0,92660,2090906,0.5801
2015-08-31,INFY,EQ,1111.05,1134.85,1134.85,1082.5,1097.3,1094.4,1098.12,4958532,544504832270000.0,112811,3332453,0.6720999999999999
2015-09-01,INFY,EQ,1094.4,1090.0,1114.6,1082.0,1086.95,1089.0,1099.86,4535775,498870910980000.0,144963,3052400,0.6729999999999999
2015-09-02,INFY,EQ,1089.0,1098.0,1115.0,1090.0,1102.0,1099.45,1102.46,5585915,615826784715000.0,127845,3245263,0.5810000000000001
2015-09-03,INFY,EQ,1099.45,1110.15,1112.0,1092.5,1100.3,1099.35,1100.92,4295268,472876410714999.94,77626,3197225,0.7444
2015-09-04,INFY,EQ,1099.35,1103.0,1111.0,1067.0,1074.9,1073.95,1079.25,3659444,394945656530000.0,100163,2171981,0.5935
2015-09-07,INFY,EQ,1073.95,1084.95,1085.0,1055.0,1058.2,1058.75,1065.12,2590494,275919435225000.0,81606,1495175,0.5772
2015-09-08,INFY,EQ,1058.75,1062.0,1074.0,1052.3,1062.6,1058.8,1063.17,2729748,290217863625000.0,78414,1742021,0.6382
2015-09-09,INFY,EQ,1058.8,1087.1,1099.6,1072.0,1087.5,1088.7,1088.69,4574332,498004093695000.0,116781,2880608,0.6297
2015-09-10,INFY,EQ,1088.7,1084.9,1091.5,1061.0,1080.0,1080.45,1079.95,4181502,451582165975000.0,113306,2688024,0.6428
2015-09-11,INFY,EQ,1080.45,1091.55,1106.4,1085.5,1091.9,1090.75,1095.18,4941905,541226589614999.94,106420,3503104,0.7089
2015-09-14,INFY,EQ,1090.75,1099.0,1104.0,1082.65,1100.0,1099.75,1095.4,3278538,359131075845000.0,68749,2338742,0.7133
2015-09-15,INFY,EQ,1099.75,1099.4,1103.2,1088.15,1098.0,1099.2,1098.21,2645943,290580386365000.0,76986,1691768,0.6394
2015-09-16,INFY,EQ,1099.2,1108.0,1109.75,1098.3,1101.0,1101.65,1102.88,3739120,412379831325000.0,75566,2778140,0.743
2015-09-18,INFY,EQ,1101.65,1111.8,1117.9,1099.05,1101.3,1104.45,1109.16,5788438,642030231275000.0,99715,4400002,0.7601000000000001
2015-09-21,INFY,EQ,1104.45,1100.0,1108.85,1092.5,1103.95,1104.65,1102.63,2175617,239889936240000.0,58851,1416700,0.6512000000000001
2015-09-22,INFY,EQ,1104.65,1115.0,1135.95,1101.1,1104.4,1107.45,1123.16,4813493,540631582589999.94,125741,3149589,0.6543000000000001
2015-09-23,INFY,EQ,1107.45,1107.45,1126.35,1097.45,1117.0,1116.25,1113.63,2379127,264946763855000.03,57336,1230658,0.5173
2015-09-24,INFY,EQ,1116.25,1113.5,1152.7,1110.0,1141.25,1140.55,1138.27,6699631,762600504780000.0,172169,4696664,0.701
2015-09-28,INFY,EQ,1140.55,1139.95,1142.85,1101.0,1106.2,1105.55,1114.37,4894232,545397474464999.94,125955,3334033,0.6812
2015-09-29,INFY,EQ,1105.55,1102.0,1133.4,1097.5,1117.0,1121.85,1119.84,4349685,487096673939999.94,101045,2368692,0.5446
